"country"	"year"	"schizophrenia"	"depression"	"anxiety"	"bipolar"	"ed"	"gini"	"pop"
"Canada"	2010	9807561.26177324	107213161.713462	145433551.17193	27389754.5139624	14377611.3710221	0.33592603	34005902
"Canada"	2011	9904104.3851316	108563193.081265	147524796.016542	27657498.8117421	14550046.4599371	0.32657078	34339221
"Canada"	2012	10012508.7938041	110624473.619025	149680410.19334	27958551.5688808	14721253.0802605	0.33539012	34713395
"Canada"	2013	10119096.7067635	112807157.035536	151705410.001834	28253985.389856	14888672.2456618	0.3379898	35080992
"Canada"	2014	10221608.3245144	114918451.790758	153570721.16323	28537448.6926616	15065213.7622634	0.33157605	35434066
"Canada"	2015	10300275.6595364	116204373.335571	154990419.444457	28754360.3919144	15206153.662812	0.33746484	35704498
"Canada"	2016	10418141.4417865	117421281.450282	157035601.501386	29080881.8708508	15440739.22596	0.32701823	36110803
"Canada"	2017	10544273.014191	118831098.767325	159045463.750163	29429648.7639945	15664719.3203288	0.33308205	36545075
"Canada"	2018	10698045.9534	120955194.956934	160971084.403974	29853730.069371	15891627.8831544	0.3250927	37072620
"Canada"	2019	10858275.0004953	123782371.244971	162534687.684271	30292338.240944	16122380.3512705	0.31749648	37618495
"Central African Republic"	1992	589007.41226671	18001411.6328372	12560713.4542775	1585372.89036119	239104.910004445	0.5927244	2991727
"Central African Republic"	2008	868841.75072095	26549035.5398732	18917744.496507	2367405.661117	338765.28829288	0.56177914	4467233
"Chad"	2003	1905048.3685418	49204282.62823	29685201.7918284	4945546.2972788	757697.184145844	0.39809614	9196366
"Chad"	2011	2575666.4128428	65412800.13807	40362625.572657	6623907.346647	1138369.5010695	0.43319756	12317730
"Chad"	2018	3281970.1362074	80004352.893105	52654431.152014	8391160.806658	1539223.9290518	0.37499154	15604210
"Chile"	1990	4154743.6007308	58229966.4933756	71880290.1978392	12577401.005708	3567738.8002256	0.5723538	13342868
"Chile"	1992	4305945.44170854	59788646.3276532	74252979.589914	12990286.2770574	3787795.02436662	0.54806453	13782297
"Chile"	1994	4451081.23674052	61187642.2600502	76505570.7671756	13391952.5914504	4005638.99169938	0.5642096	14210674
"Chile"	1996	4583918.2414152	62185372.44908	78586005.158183	13770920.7378777	4215063.78922828	0.54868835	14615483
"Chile"	1998	4709204.1886413	62514548.890164	80517192.866418	14127654.5568015	4431785.4570801	0.5551666	14996742
"Chile"	2000	4825168.6772136	63072942.950495	82354326.588726	14460286.2581122	4627295.80898883	0.5275838	15351799
"Chile"	2003	4994226.89841968	64899609.67312	87358269.104352	15485739.3402728	4879441.50040384	0.51475215	15859112
"Chile"	2006	5157135.3577335	65766746.101505	91294413.377675	16257006.023623	5137860.232542	0.47706816	16334575
"Chile"	2009	5343636.01252626	62287977.4118523	93997681.879401	16753960.4732728	5462628.11434539	0.47404596	16833447
"Chile"	2011	5457000.19490891	62842749.0584965	95705775.4881241	17092793.6646799	5699259.37416914	0.46868134	17173573
"Chile"	2013	5561060.60309225	64322681.47162	96648715.3090025	17427765.9805105	5965066.227121	0.46823916	17509925
"Chile"	2015	5673775.0920744	65877429.4145688	97911356.512572	17786264.8691052	6228337.57795896	0.45343325	17870124
"Chile"	2017	5850751.7986092	67566011.1233652	100066269.152545	18281525.1909389	6556408.78798701	0.4526995	18368577
"China"	1990	341183143.7865	3400091695.1505	3981444226.6095	206424685.38105	74436305.4126	0.3222662	1135185000
"China"	1993	354063240.752	3670918730.572	4128969402.428	214101453.924	78379399.606	0.338778	1178440000
"China"	1996	365984328.54	3772553958.735	4285056671.46	221219374.6365	82904574.4905	0.3522766	1217550000
"China"	1999	376873085.52905	3688609808.169	4542219929.511	227781284.86465	88460146.987025	0.38703215	1252735000
"China"	2002	385743931.32	3697649618.52	4493278142.76	233036730.828	94930162.008	0.41985723	1280400000
"China"	2005	393485941.3276	3733072760.604	4290933636	237435989.5424	103036459.4952	0.40900767	1303720000
"China"	2008	401981819.7756	3664699784.1325	4337318661.293	241263627.5529	112538767.8212	0.4296504	1324655000
"China"	2010	407127078.84815	3640276550.925	4363914090.3475	243560510.92405	119805475.1443	0.43744954	1337705000
"China"	2011	409223858.9709	3660255447.3045	4351804385.5335	244829995.875	123526029.12834	0.42409223	1345035000
"China"	2012	411412428.4138	3692917161.957	4323087447.172	246423173.071	127509155.89715	0.42237166	1354190000
"China"	2013	413423837.4412	3728403734.948	4289465741.872	247994295.3664	131707714.9176	0.397364	1363240000
"China"	2014	415482370.1532	3762210950.946	4268189136.05	249501440.3112	136175981.7936	0.39177653	1371860000
"China"	2015	417847411.382	3789539874.92	4277760974.218	250902841.506	140922121.3024	0.38595304	1379860000
"China"	2016	425645934.4946	3808079106.52	4379321503.878	252308174.0367	147671722.3957	0.38480517	1387790000
"China"	2017	433739467.4427	3826369512.8145	4487011956.855	253821136.1445	153467666.41995	0.39075777	1396215000
"China"	2018	435868168.2784	3836509042.168	4497628287.132	255010868.5548	156661471.2288	0.38497642	1402760000
"China"	2019	436369317.96985	3834719481.5965	4454361671.139	255938514.6228	158538017.6629	0.38168344	1407745000
"Colombia"	1992	9373254.26405607	82477498.650474	156130304.136324	25166058.7491003	6213654.96820998	0.51352334	33939039
"Colombia"	1996	10117660.9672405	90870606.7269934	171484583.890465	27169069.0469638	6821861.34374616	0.5678045	36632573
"Colombia"	1999	10655578.2762749	99401878.4173443	199550523.846364	28615297.1258445	7231440.9692181	0.5853699	38585033
"Colombia"	2000	10829132.8653639	101697182.136471	205529110.73391	29081031.5798086	7370479.52528245	0.5839443	39215135
"Colombia"	2001	11000011.73579	103557795.159088	209061423.5171	29540441.6374375	7483580.27445875	0.57328486	39837875
"Colombia"	2002	11168354.6855335	105383342.33427	212481001.899985	29994552.2146725	7618383.1541545	0.56007546	40454050
"Colombia"	2003	11333612.3675507	107023582.308862	215733223.168991	30438539.1516261	7738194.41215249	0.5357371	41057687
"Colombia"	2004	11496762.8214456	108462835.125144	218794232.288588	30871807.8087876	7859469.6432408	0.5497496	41648268
"Colombia"	2005	11657597.1442078	109690466.55034	221635742.40138	31291333.1916482	7976639.643581	0.53908044	42220940
"Colombia"	2008	12164848.4490696	104625451.096093	194358037.869705	32456504.1934723	8506342.98514231	0.5530713	43815313
"Colombia"	2009	12330113.8709074	102041816.206001	182883358.203332	32821060.0846897	8717923.86416202	0.54283005	44313917
"Colombia"	2010	12486802.9408948	100939042.18853	179130440.800302	33188985.5692044	8913481.54621404	0.5461688	44816108
"Colombia"	2011	12634709.9916889	100960129.619767	181117067.920216	33550628.0393635	9126986.55508484	0.5348354	45308899
"Colombia"	2012	12779053.7710586	101056325.658156	183171998.422758	33898718.5126062	9339787.49900877	0.52637744	45782417
"Colombia"	2013	12919353.892679	101180760.663176	185321595.697242	34234198.092353	9528875.3719136	0.52625173	46237930
"Colombia"	2014	13055468.8906207	101541082.057212	187592507.503996	34558554.8578405	9751972.55774198	0.52543414	46677947
"Colombia"	2015	13191408.1642128	102218710.73952	190071370.327488	34883870.2238448	9964483.80052752	0.50983036	47119728
"Colombia"	2016	13371132.1254128	104069760.31634	207407195.373027	35252036.552057	10261787.8315569	0.505629	47625955
"Colombia"	2017	13608684.1766262	106480494.711573	226324477.440964	35778928.6272995	10544058.5653042	0.4970708	48351671
"Colombia"	2018	13849715.641993	108836589.801135	231685945.809437	36458607.2240409	10825926.5853755	0.50410813	49276961
"Colombia"	2019	14046305.6478026	111397366.586227	235964219.668772	37131739.5217502	11083558.8838426	0.5132595	50187406
"Comoros"	2004	126213.08466564	2474470.626978	2009189.0293062	353813.72082882	51512.81060982	0.5592444	581154
"Comoros"	2014	154703.39338632	3014622.522234	2502975.4085472	435009.2286282	62919.259823328	0.45332918	714612
"Costa Rica"	1990	888052.51707669	9738677.7802944	12732781.21227	2750719.17053178	601128.73768752	0.45215893	3158253
"Costa Rica"	1991	911082.49878638	9976939.3344502	13065424.824952	2821385.34289458	618931.44441092	0.46555334	3239414
"Costa Rica"	1992	934624.61434368	10222824.7902252	13403304.3330126	2893206.09784344	638934.47221359	0.4564088	3321939
"Costa Rica"	1993	958506.3109308	10482249.227172	13744261.876716	2965792.7904834	657175.77173376	0.45928076	3405372
"Costa Rica"	1994	982521.8258816	10742925.9460608	14085472.850816	3038657.4667392	678330.85534976	0.4670296	3489152
"Costa Rica"	1995	1006493.29309368	11010144.4907328	14425182.4392144	3111450.69491928	695059.86911256	0.45660135	3572856
"Costa Rica"	1996	1030785.598567	11296940.40735	14762885.70882	3183964.8354412	715595.08380578	0.46479103	3656234
"Costa Rica"	1997	1055661.80749862	11594990.968645	15100054.975733	3256319.06835956	735649.48758378	0.45579028	3739421
"Costa Rica"	1998	1080443.3521614	11905720.0503357	15432885.13692	3327665.8925688	756210.56921067	0.45638052	3821421
"Costa Rica"	1999	1104466.8597469	12215047.269022	15758502.729801	3397328.3364722	777162.6711992	0.4763139	3901430
"Costa Rica"	2000	1127184.32984894	12494451.143578	16076288.6952261	3465108.3229124	796641.6011474	0.47410414	3979193
"Costa Rica"	2001	1147925.3649471	12754366.891506	16380958.903452	3529726.24810788	814809.73412052	0.515062	4053222
"Costa Rica"	2002	1166764.9728696	13004471.2512664	16669566.375251	3590405.76922475	834357.38566484	0.51812834	4122623
"Costa Rica"	2003	1184444.8737055	13241560.440277	16946885.68645	3648208.522491	850803.866752	0.49300545	4188610
"Costa Rica"	2004	1201849.700544	13466333.8464	17219221.4592	3704542.377792	868637.547072	0.4841771	4252800
"Costa Rica"	2005	1219630.52110491	13690621.9571472	17488805.7954249	3760000.10701695	889574.09859279	0.47510344	4315887
"Costa Rica"	2006	1238902.10114312	13897834.5267808	17764123.3532396	3814840.9272868	909000.53637544	0.4928061	4378172
"Costa Rica"	2007	1259803.13222637	14106442.085147	18050930.1006406	3869371.01924837	933511.10873765	0.4931286	4440019
"Costa Rica"	2008	1281410.49648598	14318642.0109467	18346469.3119735	3923990.0429697	958038.90665149	0.48640883	4501921
"Costa Rica"	2009	1302385.53154278	14524604.3582625	18642771.7182385	3978015.29477292	983032.21367777	0.5055479	4563127
"Costa Rica"	2010	1321140.24802604	14724270.1821124	18929508.6156	4030237.1994164	1007671.18146376	0.48043102	4622252
"Costa Rica"	2011	1337980.92195688	14920125.899749	19228310.4018058	4081176.54835556	1027609.54001616	0.4875928	4679926
"Costa Rica"	2012	1354122.59497848	15116047.9167655	19551279.4500742	4131174.4715411	1049053.32328678	0.4841734	4736593
"Costa Rica"	2013	1369563.9698965	15311749.2273655	19877716.488245	4179615.731606	1070283.01675925	0.49151823	4791535
"Costa Rica"	2014	1384387.25440512	15500855.4413056	20186842.2824704	4226095.3287424	1091418.28017152	0.4863214	4844288
"Costa Rica"	2015	1398926.2787313	15682609.2351786	20460607.2521334	4270965.4944176	1113083.3078673	0.48374	4895242
"Costa Rica"	2016	1414617.28161585	15859962.2910975	20705177.7186	4314935.1611065	1138721.9704195	0.48704153	4945205
"Costa Rica"	2017	1429856.0677317	16024357.0655028	20930714.94381	4357694.79502014	1162976.11239768	0.4834524	4993842
"Costa Rica"	2018	1442868.2694078	16188694.2879032	21139588.293968	4398869.3637063	1185634.87509784	0.47970015	5040734
"Costa Rica"	2019	1454015.12487156	16338053.9667924	21330709.998912	4437280.7370108	1204447.12562592	0.4818988	5084532
"Cote d'Ivoire"	1992	2739895.97176584	50480436.803553	40836399.3170964	6824659.51271676	1421900.34180573	0.393822	12838314
"Cote d'Ivoire"	1995	3050887.79566649	56277204.796488	45382648.9074348	7601127.1348025	1552362.49042303	0.40563822	14299727
"Cote d'Ivoire"	1998	3381433.0725231	62213688.609912	50420287.083726	8429663.756115	1698035.0636718	0.38957423	15858990
"Cote d'Ivoire"	2008	4275632.68991225	78141755.1884798	64492797.8637572	10761696.0327875	2098834.94985091	0.43179876	20244449
"Cote d'Ivoire"	2015	4978847.22399484	92357323.3583224	76321709.6736934	12543527.2646908	2539114.80903227	0.41468868	23596741
"Cote d'Ivoire"	2018	5424830.77975644	100112825.862972	82554106.7654472	13551435.3763901	2872915.46820096	0.37168875	25493988
"Croatia"	2009	1264202.02134546	13160447.526366	15243155.0368197	2347595.22326016	686994.952894	0.3255369	4305181
"Croatia"	2010	1261754.87778552	13074183.5950296	15211458.3483342	2342152.4462955	691680.92624856	0.32373103	4295427
"Croatia"	2011	1257623.11456656	12982807.1915988	15174522.468948	2333941.25483508	691797.61393434	0.32254267	4280622
"Croatia"	2012	1254025.3323464	12898260.897863	15160570.209707	2326657.2583912	691879.07834182	0.324717	4267558
"Croatia"	2013	1250780.02124664	12822108.8048193	15157605.8194542	2320044.35253456	693300.38062527	0.3199227	4255689
"Croatia"	2014	1245922.93372016	12735014.5280092	15131464.092122	2310469.77439436	691530.08171819	0.32102978	4238389
"Croatia"	2015	1235891.01895792	12610512.2830348	15029082.32714	2291387.4829228	688101.47436488	0.31113166	4203604
"Croatia"	2016	1228184.18440377	12539901.3515224	14936001.0538768	2275324.0976072	687568.58673673	0.30897906	4174349
"Croatia"	2017	1214348.00536197	12417695.7850768	14766342.7331715	2248037.2634117	685226.31798516	0.30352312	4124531
"Croatia"	2018	1203264.96712815	12308260.2220275	14656470.53534	2227929.82527265	685655.9503115	0.29728642	4087843
"Croatia"	2019	1195695.91278499	12226686.2252481	14614631.2854095	2215511.6628122	689129.492801	0.28908294	4065253
"Cyprus"	2004	280030.5779038	3085894.5515168	6558875.0670628	925215.83125344	390512.5114	0.30089056	1018684
"Cyprus"	2005	285162.04779634	3137536.189827	6687422.231191	942210.4427684	401693.3135436	0.30259413	1037062
"Cyprus"	2006	290195.82330524	3182519.6172272	6813251.245564	959099.0969732	413500.99836196	0.31125963	1055438
"Cyprus"	2007	295201.11559724	3220149.0826376	6940527.10884	976061.69400925	424890.81409711	0.31113273	1073873
"Cyprus"	2008	300202.9075266	3256828.387332	7068660.589146	993106.3324065	437283.4548264	0.31708607	1092390
"Cyprus"	2009	305220.39782124	3297073.3131628	7196944.3430182	1010213.92421676	448464.7081807	0.32108265	1110974
"Cyprus"	2010	310293.5648664	3348202.1150298	7325067.033132	1027437.4423284	457965.3280062	0.3145779	1129686
"Cyprus"	2011	314365.612467	3400202.2226874	7433318.5549582	1041636.8696052	463666.08180918	0.326255	1145086
"Cyprus"	2012	317211.08914984	3449931.8344824	7519071.26056	1052246.4456712	467065.50648852	0.34312433	1156556
"Cyprus"	2013	319726.68617824	3500129.133248	7598088.971088	1061874.7129144	469187.15137976	0.37041834	1166968
"Cyprus"	2014	322208.0072861	3545721.3304985	7671720.498715	1071134.5866863	471715.1380439	0.35565287	1176995
"Cyprus"	2015	324944.7398064	3585635.940672	7741100.62476	1080614.289888	475371.9997632	0.33966377	1187280
"Cyprus"	2016	328770.37134476	3612223.9311315	7783561.9335036	1090367.2272427	481852.97479926	0.32891682	1197881
"Cyprus"	2017	332606.36453652	3640224.0333072	7822287.6617322	1100140.19197308	489503.2980798	0.31416234	1208523
"Cyprus"	2018	335084.12653905	3709016.3280492	7881850.99263	1109592.6622095	494952.8868942	0.32739753	1218831
"Cyprus"	2019	336680.32124832	3825000.3977556	7947099.1786704	1118757.2397708	501477.18241992	0.3122325	1228836
"Czechia"	1992	3019273.02409984	33847067.0667959	33047267.9599964	5656030.60536188	1685717.89927272	0.20703283	10319123
"Czechia"	1993	3022515.9861942	33812352.826575	33113062.962495	5661657.171414	1680240.9920856	0.2655349	10329855
"Czechia"	1996	3020689.3863375	33379146.1172496	33077475.8626805	5652625.80945016	1678628.87582408	0.2579901	10315241
"Czechia"	2002	3002103.1007706	31289299.9668792	32584022.7852312	5585409.6841968	1702142.33060772	0.26555094	10196916
"Czechia"	2004	3006667.74492015	30941445.9555875	32551781.3228984	5584680.9748134	1743153.21966196	0.2753318	10197101
"Czechia"	2005	3012198.74520368	30826276.4631104	32581517.0994848	5591975.3659312	1763798.55439184	0.26946017	10211216
"Czechia"	2006	3021407.6914645	30739820.113023	32656772.480495	5606637.31320565	1787770.5604242	0.26744118	10238905
"Czechia"	2007	3040345.8505984	30748262.2375412	32837632.84851	5638958.490152	1822338.4790536	0.25998646	10298828
"Czechia"	2008	3067002.56538802	30828206.0036968	33101399.754238	5685463.1810891	1859664.73602112	0.26280212	10384603
"Czechia"	2009	3085802.9287296	30841947.7146432	33279144.6196032	5717529.6300192	1887761.17103904	0.26156676	10443936
"Czechia"	2010	3095895.9108837	30806185.649223	33360524.50155	5733818.774361	1911980.8901589	0.26623514	10474410
"Czechia"	2011	3103758.08742384	30732556.160088	33401434.2417648	5745289.55646456	1924540.23405168	0.26381272	10496088
"Czechia"	2012	3110256.0592722	30625255.335087	33406211.443329	5752962.1306836	1936080.81606825	0.26109937	10510785
"Czechia"	2013	3113701.97750144	30484676.4887552	33368008.4535968	5754526.67465728	1944685.0520224	0.26473904	10514272
"Czechia"	2014	3119219.52778611	30387804.0536637	33353579.4944499	5760277.59352878	1953913.20767748	0.25923222	10525347
"Czechia"	2015	3126983.4797307	30361899.2674554	33375521.0497833	5771312.22668616	1968591.91482108	0.25867426	10546059
"Czechia"	2016	3136596.6348024	30411765.2836984	33316000.8813884	5782097.630708	1978913.79800688	0.25406334	10566332
"Czechia"	2017	3148110.765605	30507653.612077	33294417.7619284	5797194.8964274	1995726.41069496	0.2485221	10594438
"Czechia"	2018	3157213.62395328	30594699.4780336	33427333.990668	5816367.073832	2018983.46916064	0.24990341	10629928
"Czechia"	2019	3165049.1177316	30722734.29324	33658088.697651	5839099.1567568	2051635.5254835	0.25262198	10671870
"Denmark"	1992	1116380.8240503	22384611.18405	24950337.798672	4910584.2751125	2136961.3982862	0.2469101	5171370
"Denmark"	1995	1129541.65976255	22000016.783789	25310679.943827	4969464.9896933	2193163.7532171	0.22955896	5233373
"Denmark"	2000	1151150.40629184	20513157.400464	25807088.1799296	5071064.2849728	2314017.42518016	0.2376632	5339616
"Denmark"	2003	1157906.72321688	19890832.633959	26061600.580701	5088641.4815712	2390465.02609572	0.2563103	5390574
"Denmark"	2004	1159717.84014009	19722906.8354205	26132122.554336	5089903.5576257	2415375.9078525	0.24911784	5404523
"Denmark"	2005	1162936.83647936	19591830.8947696	26205240.720304	5099020.5476936	2434082.6045936	0.2518638	5419432
"Denmark"	2006	1182123.44963736	19480929.9852	26279562.7682904	5115957.4986144	2454403.28501568	0.25913078	5437272
"Denmark"	2007	1222979.48365372	19400112.4175868	26372104.431392	5138915.89192966	2475234.2957195	0.26184258	5461438
"Denmark"	2008	1272763.54162146	19363318.1441973	26500156.447905	5169296.2944714	2500028.69437608	0.2524627	5493621
"Denmark"	2009	1315548.92529035	19355862.6142305	26623980.03179	5197205.884144	2522410.46577325	0.26701188	5523095
"Denmark"	2010	1336958.8716703	19378419.5374682	26744340.6619741	5220503.23572981	2539138.06082269	0.2719856	5547683
"Denmark"	2011	1342401.4540748	19447733.6330032	26905325.7568592	5242039.160442	2555775.3697854	0.27311745	5570572
"Denmark"	2012	1346219.885255	19521348.1680196	27107586.5503352	5261726.8451916	2567249.89725484	0.2779075	5591572
"Denmark"	2013	1350083.67232368	19614399.3905376	27338153.3000124	5283338.8217808	2580954.42123324	0.28542534	5614932
"Denmark"	2014	1355288.02707175	19719182.0321	27579320.8947625	5309703.24024875	2594489.434785	0.2835288	5643475
"Denmark"	2015	1363981.41539803	19852465.7955715	27829407.532303	5346731.91495911	2619150.50270718	0.28177238	5683483
"Denmark"	2016	1375212.0302948	19920948.787732	28030784.48834	5387897.2055887	2653240.1798853	0.28187442	5728010
"Denmark"	2017	1385258.0508312	19980401.431536	28175747.686554	5422065.730146	2686984.3663026	0.28746662	5764980
"Denmark"	2018	1394409.53153472	20098806.3536844	28284384.3730092	5448331.5285366	2711984.4997374	0.2816572	5793636
"Denmark"	2019	1403496.2297618	20251046.8951468	28338934.643488	5467265.94563534	2740066.60168856	0.27723306	5814422
"Djibouti"	2002	172628.84995488	3516292.537164	2540859.9654636	479247.5901609	77137.536514896	0.39997312	789129
"Djibouti"	2012	208459.08922329	4226154.4605222	3087662.5844811	579597.1498647	97534.22071707	0.45104358	954297
"Djibouti"	2013	212431.87202558	4304032.5118025	3151362.911151	590191.7551675	100219.93819442	0.44117805	971753
"Djibouti"	2017	228591.06651971	4621339.8539631	3387571.0882199	631744.0072533	112863.60572487	0.41585726	1040233
"Dominican Republic"	1992	1985756.8366116	28038590.265276	33147483.11334	6783348.2517162	1307910.752694	0.5105286	7427340
"Dominican Republic"	1996	2145819.4763728	30494737.2845132	35644113.6805124	7314984.6854892	1432389.97774098	0.47418755	8012314
"Dominican Republic"	1997	2187270.1264392	31335562.1661984	36258775.315488	7438938.6735972	1472446.03165704	0.48901546	8150076
"Dominican Republic"	2000	2306284.74011425	33751714.8098914	37984941.6415385	7788926.3785298	1587555.56926302	0.5151364	8540791
"Dominican Republic"	2001	2343411.2518032	34322116.4064	38515613.665104	7903640.922456	1622082.8862168	0.49998924	8669040
"Dominican Republic"	2002	2380516.3375539	34903894.819661	39024601.925484	8016418.28966804	1655984.18456884	0.49671522	8795101
"Dominican Republic"	2003	2417427.9615432	35459622.84672	39527554.3547724	8128161.88348356	1695404.2975068	0.5211965	8919852
"Dominican Republic"	2004	2453686.47963828	35986361.5608939	40034022.703397	8238795.47383708	1731877.19503243	0.52049935	9043127
"Dominican Republic"	2005	2488848.18486528	36479140.109856	40553438.536704	8348145.65480096	1769910.26070016	0.499648	9164768
"Dominican Republic"	2006	2523889.9297984	36863435.2220928	41114390.222088	8455620.5309676	1810970.7384968	0.51961064	9284168
"Dominican Republic"	2007	2559977.83481902	37145270.7984644	41726167.534975	8562001.93045736	1854164.8548918	0.48855126	9402206
"Dominican Republic"	2008	2597433.1101822	37417823.4489012	42375509.221788	8670966.5057898	1899984.58803564	0.48107398	9522948
"Dominican Republic"	2009	2635859.913261	37716050.5162545	43037491.62514	8784056.29763824	1947608.92114452	0.48875645	9648061
"Dominican Republic"	2010	2673909.8671032	38052615.12525	43670688.734673	8899603.5446703	1995093.1708092	0.47325817	9775755
"Dominican Republic"	2011	2711906.33289209	38363845.5486169	44288481.875352	9015491.23016822	2042984.95924225	0.47706884	9903737
"Dominican Republic"	2012	2750734.6658612	38604190.426988	44924769.545772	9130698.6122616	2085407.12703576	0.46133503	10030882
"Dominican Republic"	2013	2789822.36887554	38797757.1482656	45563758.850124	9245116.12253507	2137029.91995166	0.47656393	10157051
"Dominican Republic"	2014	2828559.4541365	39029008.405148	46187727.388021	9358647.405505	2192194.11290785	0.442794	10282115
"Dominican Republic"	2015	2866308.06853056	39400257.269016	46778203.3954056	9471029.285196	2245856.69348936	0.4518094	10405832
"Dominican Republic"	2016	2906634.4629056	39859182.4677736	47274327.6867864	9581669.54078992	2312708.7798744	0.45722562	10527592
"Dominican Republic"	2017	2946806.3125102	40321868.982324	47758553.673808	9690409.1881764	2387815.03584888	0.42192984	10647244
"Dominican Republic"	2018	2984967.60810542	40913090.4003773	48335038.021676	9797911.72446156	2443704.4844954	0.436861	10765531
"Dominican Republic"	2019	3023745.61323186	41602552.4552814	48972277.6587	9903698.745138	2502602.49055806	0.41917086	10881882
"Ecuador"	1994	3077005.71320384	37289632.71372	57674940.586688	10308835.7367208	2796843.64645236	0.5333033	11347652
"Ecuador"	1999	3379963.3442049	41463509.5813652	63397929.5692178	11276385.3713541	3048191.58879318	0.5857073	12412046
"Ecuador"	2000	3440451.18253922	42276102.3036675	64540622.8582288	11471208.8827551	3100780.21459928	0.5629919	12626507
"Ecuador"	2003	3624220.69067136	44718644.4536832	67912407.147936	12083905.5294048	3295911.55635456	0.5351386	13301184
"Ecuador"	2004	3687949.61737539	45539491.8142227	69069694.393821	12295745.5809455	3372538.78537374	0.53889215	13534593
"Ecuador"	2005	3753044.03522376	46329888.3665952	70262202.270624	12509372.4963044	3447158.36565696	0.53049964	13770012
"Ecuador"	2006	3821804.22642645	47113480.795392	71515715.6552454	12726204.213785	3538668.91573338	0.5224719	14009061
"Ecuador"	2007	3894719.66349245	47865688.563472	72830439.80875	12946359.7880825	3629563.98828075	0.53354627	14251835
"Ecuador"	2008	3969656.4728303	48620875.5932459	74188274.8450704	13168533.7735938	3720456.09749639	0.49787596	14496797
"Ecuador"	2009	4044528.65530808	49385529.8426304	75566531.289071	13391550.9534935	3830359.3142048	0.48498443	14742766
"Ecuador"	2010	4117374.2834289	50167483.3415795	76949304.41003	13615237.918022	3938577.9139655	0.48799783	14989585
"Ecuador"	2011	4189541.08676928	50949761.7954336	78419987.3660896	13840033.6852448	4048593.62654208	0.45871222	15237728
"Ecuador"	2012	4262138.84751836	51735725.364229	80000857.005994	14062923.4957969	4165514.15307814	0.46109366	15483883
"Ecuador"	2013	4332890.52336553	52504818.0295718	81585670.1261435	14279349.7466881	4281660.46553672	0.46862358	15722989
"Ecuador"	2014	4401737.68866338	53238438.8168334	83106671.493963	14492001.7105942	4401322.94039932	0.4499254	15957994
"Ecuador"	2015	4469652.7173186	53995305.5114838	84511269.36963	14707201.4113983	4514015.88424092	0.459508	16195902
"Ecuador"	2016	4534224.954269	54783108.65815	85730306.8487425	14926622.7027389	4637143.82539055	0.4501621	16439585
"Ecuador"	2017	4601704.98241872	55617530.4821664	86986341.3169872	15157587.6145584	4741077.88034496	0.44669914	16696944
"Ecuador"	2018	4689283.70629952	56686329.5954336	88750393.064616	15445176.521416	4831645.66640096	0.45437902	17015672
"Ecuador"	2019	4780533.6233422	57766747.989902	90727674.282268	15742045.611	4920687.86597	0.45709932	17343740
"El Salvador"	1991	1435596.9616131	20262163.786333	23016280.2327	4499739.280262	856206.1052306	0.53793645	5461070
"El Salvador"	1995	1514280.75075465	21222389.973033	24337148.8775565	4741545.39716835	926791.826601	0.49848166	5748195
"El Salvador"	1996	1529114.6323128	21338201.028528	24558014.903916	4783202.82258	942008.583156	0.5095812	5797140
"El Salvador"	1998	1559441.00465517	21427800.8315129	24943182.775042	4858192.5132968	976638.82228114	0.54378504	5885083
"El Salvador"	1999	1572901.95314076	21432093.714064	25116587.485616	4891367.8405196	992838.42453928	0.5208074	5923852
"El Salvador"	2000	1583698.79354354	21441454.473432	25279285.3206148	4921006.010365	1005490.50075008	0.5146378	5958482
"El Salvador"	2001	1591509.6614812	21438438.795196	25434900.58391	4946390.12534825	1020203.8411019	0.5134745	5988095
"El Salvador"	2002	1596898.4498385	21399440.489845	25575441.973715	4966284.57204	1029781.5415335	0.518517	6011275
"El Salvador"	2003	1600052.4712026	21332934.2547953	25691322.4313333	4979773.54522614	1038892.68134958	0.5043636	6026849
"El Salvador"	2004	1601696.8564875	21246525.625695	25781278.0005765	4987627.7286192	1049296.99212315	0.47799078	6035655
"El Salvador"	2005	1602375.6498483	21174897.7321101	25839088.4209055	4989912.8024944	1057145.37831495	0.48472306	6037817
"El Salvador"	2006	1603581.18650932	21069995.4432668	25890944.3806136	4987509.629488	1066203.73838016	0.4568936	6034436
"El Salvador"	2007	1610257.25406377	21032675.304481	26029531.2643276	4995780.7089417	1077124.70639262	0.45217508	6044131
"El Salvador"	2008	1621441.74558547	21039619.8986094	26241636.1190166	5015686.1384637	1097006.35019146	0.46885607	6068099
"El Salvador"	2009	1631786.38323648	21056825.76081	26444259.218448	5034743.3174184	1109723.93854632	0.4582485	6091188
"El Salvador"	2010	1640130.15654542	21090129.1725148	26620565.17634	5053459.7294713	1124274.43428382	0.43513292	6114034
"El Salvador"	2011	1646818.47044817	21117782.0020662	26789215.380201	5072433.025614	1138707.22399119	0.4231799	6137349
"El Salvador"	2012	1653138.5322345	21158571.8935905	26973593.371146	5091961.5585738	1152554.56452843	0.41828847	6161289
"El Salvador"	2013	1659334.52879286	21183701.5562298	27161081.6499886	5111868.3638854	1163861.75919754	0.43358666	6185642
"El Salvador"	2014	1665474.6656091	21235140.1728258	27336559.567071	5131380.2825298	1176896.55459132	0.41559452	6209526
