"country"	"year"	"schizophrenia"	"depression"	"anxiety"	"bipolar"	"ed"	"gini"
"Kyrgyzstan"	2010	0.2611205	3.4210966	2.0527778	0.51582813	0.085693285	0.30133882
"Kyrgyzstan"	2011	0.26125875	3.4173188	2.0534813	0.5158261	0.086764246	0.27839768
"Kyrgyzstan"	2012	0.26150277	3.4142256	2.055371	0.51582843	0.08787638	0.27356887
"Kyrgyzstan"	2013	0.2617916	3.4118388	2.057651	0.5158312	0.08884707	0.2881479
"Kyrgyzstan"	2014	0.2620658	3.408539	2.0595846	0.5158285	0.08987303	0.26819003
"Kyrgyzstan"	2015	0.26226377	3.4073129	2.0603633	0.5158184	0.090874285	0.2899781
"Kyrgyzstan"	2016	0.26255694	3.398904	2.0580704	0.5158032	0.09142109	0.26780704
"Kyrgyzstan"	2017	0.2627693	3.3905978	2.0557578	0.51579076	0.092067234	0.2733501
"Kyrgyzstan"	2018	0.26257515	3.3860934	2.0567787	0.5157792	0.092586555	0.27690327
"Kyrgyzstan"	2019	0.2620818	3.3816984	2.0599196	0.51576376	0.09326466	0.2970068
"Laos"	1992	0.26274595	2.951715	4.2486377	0.32492644	0.0669257	0.34309775
"Laos"	1997	0.26502863	2.897817	4.2571845	0.3248708	0.06934387	0.34894043
"Laos"	2002	0.26733688	2.7915688	4.2507524	0.32480997	0.072949894	0.32620108
"Laos"	2007	0.269248	2.7448363	4.2977996	0.32476985	0.077728026	0.35361034
"Laos"	2012	0.27335882	2.7131844	4.4322624	0.3247488	0.085019894	0.35963547
"Laos"	2018	0.2784066	2.744515	4.5403633	0.3247498	0.0972688	0.38802433
"Latvia"	1993	0.27708068	4.3151555	3.7626197	0.5210576	0.13310908	0.26993132
"Latvia"	1995	0.27628726	4.284734	3.7648618	0.5211202	0.12952754	0.30977485
"Latvia"	1996	0.27634907	4.262384	3.7647672	0.52112114	0.12835053	0.31590763
"Latvia"	2004	0.2792453	3.9937322	3.751018	0.5208801	0.13486812	0.36382675
"Latvia"	2005	0.279676	3.958981	3.7504952	0.5208483	0.13753831	0.38973203
"Latvia"	2006	0.28017974	3.9224555	3.75344	0.5208261	0.14021789	0.35597068
"Latvia"	2007	0.28085634	3.8739426	3.7599537	0.52080643	0.14279383	0.37461132
"Latvia"	2008	0.2815899	3.8246107	3.7674346	0.52077734	0.14568886	0.37211615
"Latvia"	2009	0.28226176	3.7829046	3.773678	0.520741	0.14849839	0.35945752
"Latvia"	2010	0.28275493	3.7593977	3.7766035	0.52068955	0.1505163	0.35030317
"Latvia"	2011	0.28316277	3.748776	3.7771666	0.5206279	0.15246893	0.3577261
"Latvia"	2012	0.28362972	3.7395191	3.7776363	0.520561	0.15397505	0.35236055
"Latvia"	2013	0.28410932	3.7318187	3.7775548	0.5204907	0.15596409	0.3549739
"Latvia"	2014	0.28455362	3.725428	3.7768476	0.52042586	0.15765508	0.3511365
"Latvia"	2015	0.28491953	3.7204535	3.7754884	0.52036035	0.15891068	0.342025
"Latvia"	2016	0.2854343	3.7217278	3.7666385	0.52029896	0.1608688	0.34328857
"Latvia"	2017	0.28587127	3.7242355	3.7563806	0.520236	0.16283536	0.35571036
"Latvia"	2018	0.28600585	3.7331266	3.7515545	0.5201707	0.16410944	0.35095716
"Latvia"	2019	0.28601405	3.7478287	3.748034	0.5201065	0.1660531	0.34489113
"Lebanon"	2011	0.25272995	5.0126934	6.5832686	0.9423972	0.2195352	0.3183245
"Lesotho"	1994	0.1972692	5.111545	3.5013816	0.53210783	0.087096	0.63020104
"Lesotho"	2002	0.19981469	5.2941732	3.5148625	0.532109	0.09179024	0.51206875
"Lesotho"	2017	0.20374614	5.472557	3.5993671	0.532177	0.107039794	0.44877714
"Liberia"	2007	0.20528153	4.8437004	3.4309409	0.54334015	0.06961992	0.3643565
"Liberia"	2014	0.20571432	4.8421474	3.4801712	0.54335666	0.074216776	0.33237883
"Liberia"	2016	0.20602597	4.845447	3.501115	0.54335135	0.07568333	0.35265347
"Lithuania"	1993	0.2785139	4.2770348	4.2763233	0.5219124	0.13555187	0.33183792
"Lithuania"	2004	0.28054768	4.270716	4.4051695	0.52176094	0.13711841	0.37011144
"Lithuania"	2005	0.2809983	4.244599	4.404439	0.52173275	0.14002788	0.35296747
"Lithuania"	2006	0.2813622	4.2192597	4.4034615	0.521712	0.142414	0.34414476
"Lithuania"	2007	0.2817654	4.1912293	4.402308	0.52169716	0.14491266	0.34789148
"Lithuania"	2008	0.2821896	4.163176	4.400909	0.52168334	0.14785065	0.35727036
"Lithuania"	2009	0.2826187	4.136793	4.399466	0.52166003	0.15004717	0.372185
"Lithuania"	2010	0.28303212	4.1161327	4.3986974	0.5216339	0.1523658	0.33608764
"Lithuania"	2011	0.2836198	4.097671	4.3893685	0.52160174	0.15512528	0.3248645
"Lithuania"	2012	0.28447652	4.073483	4.3674273	0.52156067	0.15736163	0.35092333
"Lithuania"	2013	0.28543663	4.04753	4.34052	0.5215126	0.15999764	0.35307336
"Lithuania"	2014	0.2863374	4.026949	4.3166423	0.52145857	0.16214956	0.37675053
"Lithuania"	2015	0.2870162	4.012482	4.3036847	0.52140284	0.16478589	0.3737032
"Lithuania"	2016	0.28790364	4.0095606	4.283735	0.52134776	0.16749556	0.38385862
"Lithuania"	2017	0.28860536	4.0082264	4.2624903	0.5212882	0.16993928	0.3728361
"Lithuania"	2018	0.2886631	4.0025206	4.255839	0.5212202	0.17151488	0.35705343
"Lithuania"	2019	0.2884198	3.9911947	4.2541876	0.5211538	0.17335068	0.35251358
"Luxembourg"	1990	0.27887928	3.8333993	5.3204165	0.8974192	0.44226694	0.2770192
"Luxembourg"	1991	0.27881005	3.8173668	5.3231664	0.89736336	0.44824496	0.2717853
"Luxembourg"	1992	0.27876824	3.8014734	5.32682	0.8973365	0.45431757	0.27309504
"Luxembourg"	1993	0.27874652	3.78266	5.3308725	0.89733475	0.46137854	0.27047905
"Luxembourg"	1994	0.27874544	3.7634497	5.334695	0.8973408	0.4680975	0.28147867
"Luxembourg"	1995	0.27874634	3.7450957	5.3371887	0.89736915	0.47405398	0.28301048
"Luxembourg"	1996	0.27882823	3.7249758	5.3416696	0.89740914	0.47958273	0.29043368
"Luxembourg"	1997	0.27900323	3.7008712	5.3494477	0.897455	0.4854611	0.2957325
"Luxembourg"	1998	0.27920192	3.6728063	5.357782	0.89750755	0.49048683	0.30605367
"Luxembourg"	1999	0.27937478	3.6438506	5.3648443	0.897547	0.49646106	0.30041057
"Luxembourg"	2000	0.2794592	3.6138225	5.368072	0.89756346	0.5011979	0.30102962
"Luxembourg"	2001	0.2795102	3.5798662	5.367767	0.8975746	0.5074781	0.30926323
"Luxembourg"	2002	0.27958715	3.5407233	5.3659873	0.8975811	0.5134516	0.3098299
"Luxembourg"	2003	0.27967557	3.497702	5.36274	0.89754826	0.5201227	0.30187473
"Luxembourg"	2004	0.279773	3.4582348	5.358347	0.8974474	0.5255238	0.30172697
"Luxembourg"	2005	0.2798686	3.423667	5.354965	0.89731413	0.52993685	0.30840808
"Luxembourg"	2006	0.2800365	3.3892338	5.3505	0.8973172	0.5335204	0.3094812
"Luxembourg"	2007	0.28032798	3.3447187	5.341905	0.89737165	0.5369901	0.31133747
"Luxembourg"	2008	0.28066516	3.300281	5.331026	0.89736843	0.5408367	0.32561544
"Luxembourg"	2009	0.2809533	3.2632885	5.3204775	0.8972925	0.5445319	0.31196916
"Luxembourg"	2010	0.2811092	3.2427266	5.3144484	0.89718467	0.5471647	0.3050438
"Luxembourg"	2011	0.28109607	3.2346246	5.3125076	0.8969854	0.5495831	0.3205409
"Luxembourg"	2012	0.2809691	3.226385	5.3124857	0.8967775	0.55233777	0.3434715
"Luxembourg"	2013	0.2808299	3.2193387	5.313485	0.896586	0.5543539	0.32035962
"Luxembourg"	2014	0.28070474	3.213686	5.3140073	0.8964564	0.55658114	0.31158078
"Luxembourg"	2015	0.2806614	3.212435	5.3122964	0.8963835	0.5586582	0.32921496
"Luxembourg"	2016	0.28114262	3.2098074	5.2900987	0.8962699	0.56215495	0.31727898
"Luxembourg"	2017	0.28168043	3.210875	5.268558	0.89622927	0.5653662	0.34515306
"Luxembourg"	2018	0.28184295	3.2119503	5.268371	0.8961744	0.566971	0.35367873
"Luxembourg"	2019	0.2819182	3.2193074	5.2770224	0.896122	0.5688226	0.34241158
"Madagascar"	1993	0.21252473	4.847176	3.82274	0.5974474	0.08694806	0.45207667
"Madagascar"	1997	0.21216618	4.8222136	3.8296409	0.5974447	0.08484738	0.3943274
"Madagascar"	1999	0.21208856	4.803259	3.8350132	0.59744096	0.0839854	0.38583288
"Madagascar"	2001	0.21224418	4.7904916	3.8394876	0.59743553	0.083832845	0.4741719
"Madagascar"	2005	0.21324223	4.755382	3.8546543	0.5974212	0.08336993	0.39928237
"Madagascar"	2010	0.21179509	4.7337127	3.870147	0.59740096	0.0823218	0.4238018
"Madagascar"	2012	0.21178715	4.72732	3.89215	0.5973938	0.083343446	0.42551258
"Malawi"	1997	0.19952556	4.2759886	3.7128522	0.5774111	0.07327617	0.6575494
"Malawi"	2004	0.2013665	4.1923923	3.7265174	0.57743	0.073578745	0.3987172
"Malawi"	2010	0.20119998	4.0452785	3.7555363	0.5774415	0.07531103	0.45470712
"Malawi"	2016	0.20091692	4.096799	3.839767	0.57739866	0.0787787	0.44694027
"Malawi"	2019	0.20184024	4.100136	3.8456526	0.5773636	0.0793044	0.38542363
"Malaysia"	1992	0.30116302	3.2789493	4.438454	0.33977947	0.11384484	0.47653723
"Malaysia"	1995	0.3033831	3.258121	4.448644	0.33969653	0.11758228	0.48522663
"Malaysia"	1997	0.3045705	3.18664	4.4833097	0.3396548	0.12074093	0.49149647
"Malaysia"	2003	0.3079072	3.3211672	4.5453877	0.33961773	0.12746042	0.4641619
"Malaysia"	2006	0.3086782	3.4540431	4.5533485	0.33958212	0.13030624	0.4475235
"Malaysia"	2008	0.30841702	3.4369297	4.571566	0.33957645	0.13272792	0.45479712
"Malaysia"	2011	0.30902126	3.445935	4.5965233	0.33951622	0.13652377	0.43943596
"Malaysia"	2013	0.3119112	3.5536094	4.59333	0.33949485	0.13950633	0.41348827
"Malaysia"	2015	0.31398985	3.6310363	4.5922904	0.33945796	0.14274836	0.410664
"Malaysia"	2018	0.3144157	3.6410296	4.604654	0.339409	0.14841418	0.41176775
"Maldives"	2002	0.29910642	3.3180187	3.6482105	0.34051153	0.104365446	0.41312027
"Maldives"	2009	0.30271712	3.080076	3.6372883	0.3400203	0.11368861	0.38372764
"Maldives"	2016	0.31015185	2.9383829	3.5991414	0.3389611	0.11916175	0.31285647
"Maldives"	2019	0.31349456	2.9122725	3.5796337	0.33861485	0.1219199	0.2928509
"Mali"	1994	0.2088623	3.5966322	2.6295738	0.5418625	0.08002693	0.50157577
"Mali"	2001	0.20893668	3.495658	2.637361	0.541949	0.08161441	0.3986669
"Mali"	2006	0.20990567	3.451363	2.6430106	0.54199225	0.08601027	0.3892922
"Mali"	2009	0.20919889	3.4323275	2.6401584	0.54200107	0.0877944	0.3303452
"Mali"	2018	0.21078324	3.5153913	2.7274408	0.54196745	0.0925209	0.3596336
"Malta"	2006	0.27552626	3.039142	6.290441	0.91330427	0.3716849	0.28019977
"Malta"	2007	0.27544096	3.0209856	6.28564	0.9131695	0.37372634	0.29207736
"Malta"	2008	0.27536783	2.999086	6.28068	0.91304904	0.37602434	0.28995508
"Malta"	2009	0.275304	2.9828532	6.2759886	0.91295666	0.3780618	0.30244455
"Malta"	2010	0.27529678	2.975985	6.273884	0.9128468	0.38009652	0.29025772
"Malta"	2011	0.27541226	2.9820638	6.276601	0.91275734	0.38258132	0.2914213
"Malta"	2012	0.27564093	2.995023	6.2834086	0.9126444	0.38524866	0.29360434
"Malta"	2013	0.27594712	3.0117989	6.291862	0.91255623	0.38866204	0.28843665
"Malta"	2014	0.27624458	3.027195	6.2975945	0.9124973	0.39305118	0.29020345
"Malta"	2015	0.2764986	3.034439	6.297858	0.9124354	0.3973738	0.29433772
"Malta"	2016	0.27743587	3.031466	6.2660394	0.9123734	0.4044034	0.29089025
"Malta"	2017	0.27829307	3.0303495	6.233048	0.9122766	0.41207325	0.2923224
"Malta"	2018	0.278044	3.0634034	6.2330823	0.91221607	0.41727132	0.28665087
"Malta"	2019	0.27710927	3.1311812	6.2475963	0.9121692	0.42228425	0.31041777
"Marshall Islands"	2019	0.27260956	2.8873966	4.0164247	0.26586974	0.08263287	0.35482943
"Mauritania"	1993	0.21897848	3.7386756	2.7243934	0.5560601	0.10190878	0.49523884
"Mauritania"	1995	0.21926294	3.7216244	2.7223227	0.55607736	0.10179721	0.37747362
"Mauritania"	2000	0.21781775	3.6522398	2.7200859	0.55611604	0.100447245	0.39028475
"Mauritania"	2004	0.21874514	3.6020732	2.7282462	0.55613065	0.10131626	0.40168753
"Mauritania"	2008	0.2184782	3.5634582	2.723158	0.55612546	0.10431892	0.35685378
"Mauritania"	2014	0.21895811	3.6193888	2.7322915	0.5561021	0.11037303	0.3261935
"Mauritania"	2019	0.22032183	3.6558447	2.7462342	0.5560791	0.1137088	0.31996742
"Mauritius"	2006	0.30204606	4.1880627	3.8297505	0.33749452	0.12092388	0.3565342
"Mauritius"	2012	0.30413693	3.959649	3.8531513	0.33748728	0.12745106	0.384654
"Mauritius"	2017	0.3072266	3.8038397	3.803891	0.33750543	0.13683778	0.36761206
"Mexico"	1992	0.28150085	3.07828	2.8786445	0.91552734	0.22865278	0.52310747
"Mexico"	1994	0.28139448	3.1036482	2.8795357	0.91553444	0.23073445	0.5342225
"Mexico"	1996	0.2814858	3.1213078	2.9184458	0.91563857	0.23129871	0.51971495
"Mexico"	1998	0.2819127	3.1428876	3.120639	0.91583	0.23136711	0.532833
"Mexico"	2000	0.28222054	3.1646032	3.3211372	0.9160177	0.23189592	0.53417677
"Mexico"	2002	0.28216806	3.1859646	3.466498	0.9160858	0.23344405	0.50582963
"Mexico"	2004	0.28207493	3.2114294	3.5926807	0.9160581	0.23554108	0.50343114
"Mexico"	2005	0.28210998	3.2251909	3.624821	0.91601604	0.23616166	0.509391
"Mexico"	2006	0.2823245	3.258041	3.6421173	0.9159548	0.23656824	0.49712282
"Mexico"	2008	0.28318757	3.385336	3.6707828	0.9158019	0.2377733	0.50843656
"Mexico"	2010	0.2838278	3.483295	3.674324	0.9156385	0.23850219	0.47658002
"Mexico"	2012	0.28404537	3.5144846	3.61244	0.9154642	0.23817073	0.49597254
"Mexico"	2014	0.28424886	3.5309756	3.5272696	0.9152877	0.23748134	0.48912397
"Mexico"	2016	0.28466198	3.5330222	3.5043697	0.9151132	0.23892775	0.4691244
"Mexico"	2018	0.2846377	3.5332587	3.5065103	0.9149546	0.24104139	0.4595491
"Micronesia (country)"	2005	0.27182055	2.9381378	3.9328313	0.26458457	0.07789472	0.423558
"Micronesia (country)"	2013	0.27071023	2.9044197	4.0193005	0.26449862	0.07856498	0.4005239
"Moldova"	1997	0.26723135	3.537745	4.1057606	0.51891994	0.09693836	0.3694212
"Moldova"	1998	0.2664535	3.517152	4.104984	0.5188745	0.09344309	0.39518264
"Moldova"	1999	0.2657999	3.499081	4.104168	0.5188279	0.09091576	0.42623976
"Moldova"	2000	0.2654025	3.479453	4.1030645	0.5187839	0.089648046	0.36424187
"Moldova"	2001	0.26514563	3.456156	4.1011677	0.5187466	0.08978215	0.37987787
"Moldova"	2002	0.2648636	3.426757	4.0982227	0.5187089	0.089984864	0.3584591
"Moldova"	2003	0.2646083	3.3977275	4.0948687	0.5186693	0.090403855	0.34902084
"Moldova"	2004	0.2644301	3.3683352	4.092045	0.51863146	0.09059783	0.35029566
"Moldova"	2005	0.26437804	3.34504	4.0906477	0.5186019	0.090638466	0.36280838
"Moldova"	2006	0.26449952	3.3229082	4.090475	0.5185809	0.091443025	0.35399717
"Moldova"	2007	0.2647665	3.2996175	4.0905833	0.5185575	0.092620276	0.34421042
"Moldova"	2008	0.26510882	3.2796276	4.0907645	0.5185317	0.09433866	0.34692442
"Moldova"	2009	0.2654559	3.2612622	4.09109	0.51850665	0.09600142	0.32910907
"Moldova"	2010	0.26573676	3.2514021	4.091556	0.5184858	0.09711585	0.3205092
"Moldova"	2011	0.26604795	3.2462409	4.0925145	0.51846766	0.098636076	0.30628577
"Moldova"	2012	0.26648247	3.2424574	4.093849	0.5184438	0.100388475	0.2915884
"Moldova"	2013	0.26696151	3.237703	4.0951	0.51841694	0.10183205	0.2853416
"Moldova"	2014	0.2674067	3.2341154	4.0958242	0.5183879	0.10367582	0.26833853
"Moldova"	2015	0.2677392	3.231198	4.095845	0.5183614	0.10481612	0.27028158
"Moldova"	2016	0.26811123	3.2340887	4.088228	0.51833886	0.105834305	0.26345387
"Moldova"	2017	0.26844	3.2389572	4.079621	0.51831174	0.10678463	0.25899243
"Moldova"	2018	0.26864246	3.2329297	4.077924	0.5182804	0.10751453	0.25661647
"Moldova"	2019	0.26885495	3.22074	4.078755	0.5182467	0.10844338	0.26016647
"Mongolia"	1995	0.2627955	4.04208	2.104614	0.4996811	0.09683665	0.3319534
"Mongolia"	1998	0.26249528	4.0728865	2.1134846	0.49976403	0.096240394	0.30271962
"Mongolia"	2002	0.2632107	4.0914	2.0337212	0.4998338	0.09726847	0.32892948
"Mongolia"	2007	0.2651507	4.067905	1.8799964	0.49988732	0.10453269	0.3582187
"Mongolia"	2010	0.26581562	4.019618	1.881692	0.4999164	0.11164429	0.33081213
"Mongolia"	2011	0.26640323	4.0157495	1.8826869	0.499926	0.1141644	0.33883506
"Mongolia"	2012	0.2673855	4.0146494	1.884744	0.49993572	0.11681074	0.33751616
"Mongolia"	2014	0.2696524	4.011499	1.8928206	0.49994844	0.12321242	0.3203779
"Mongolia"	2016	0.27134055	4.022192	2.0148997	0.4999535	0.12864566	0.32345733
"Mongolia"	2018	0.2722802	4.0083795	2.142245	0.49995837	0.13193253	0.3274099
"Montenegro"	2012	0.28725788	2.8222332	3.6722188	0.54115057	0.14474533	0.4120649
"Montenegro"	2013	0.28772435	2.8166394	3.6661859	0.54111564	0.14596626	0.39021727
"Montenegro"	2014	0.28811556	2.814571	3.6605606	0.54108447	0.14727601	0.38769355
"Montenegro"	2015	0.28833213	2.8116167	3.656462	0.5410546	0.14861059	0.39005032
"Montenegro"	2016	0.28812423	2.8164325	3.6486156	0.5410291	0.15037112	0.38467047
"Montenegro"	2017	0.2879013	2.822264	3.6421812	0.5410024	0.15203272	0.36881563
"Montenegro"	2018	0.28819788	2.8227575	3.6464674	0.5409716	0.15306245	0.36809078
"Montenegro"	2019	0.2888891	2.8178656	3.6586478	0.54094183	0.15447724	0.35665408
"Morocco"	1990	0.24096027	5.1833467	4.634342	0.74595857	0.15041049	0.39206904
"Morocco"	1998	0.24187636	5.1750484	4.6682396	0.7464295	0.15609294	0.39353913
"Morocco"	2000	0.2420372	5.1605573	4.6740904	0.74655586	0.15737027	0.40636948
"Morocco"	2006	0.24130628	5.1297646	4.6938457	0.74647766	0.16245887	0.40718302
"Morocco"	2013	0.24155061	5.105123	4.735348	0.7457065	0.17622747	0.39548507
"Mozambique"	1996	0.19563685	4.8678203	3.9554532	0.57851636	0.0614907	0.53288776
"Mozambique"	2002	0.1984095	4.91814	3.9548411	0.57853657	0.06740455	0.4695471
"Mozambique"	2008	0.2014961	4.950184	3.9594994	0.5785429	0.07352443	0.45489126
"Mozambique"	2014	0.20277959	4.962463	4.0077205	0.57855177	0.07980947	0.53956276
"Mozambique"	2019	0.20393638	4.992671	4.035234	0.5785625	0.0839527	0.50274074
"Myanmar"	2015	0.27503395	2.1683154	3.9246993	0.31671792	0.08787822	0.3806851
"Myanmar"	2017	0.27548948	2.1634536	3.949501	0.31671488	0.09208394	0.3069687
"Namibia"	1993	0.21730801	3.6962173	3.417966	0.5531718	0.13528977	0.7105055
"Namibia"	2003	0.21777005	3.666025	3.4221814	0.55313355	0.13704026	0.6331717
"Namibia"	2009	0.21949178	3.5445285	3.4580865	0.5531626	0.14481796	0.6096475
"Namibia"	2015	0.22074962	3.5992053	3.518553	0.5531902	0.15585217	0.5906661
"Nauru"	2012	0.27610016	3.1359391	4.0070515	0.26153427	0.09134572	0.3236158
"Nepal"	1995	0.27343073	4.580884	2.960585	0.3851542	0.083375245	0.35207018
"Nepal"	2003	0.27257276	5.0665555	2.9890478	0.38507098	0.08704289	0.43768105
"Nepal"	2010	0.2701684	5.222565	3.088127	0.38449743	0.09234788	0.32840586
"Netherlands"	1990	0.3842922	3.6206234	6.37822	0.7857958	0.27287245	0.31086653
"Netherlands"	1993	0.3835735	3.564909	6.808368	0.7857738	0.2768109	0.3043144
"Netherlands"	1999	0.38332245	3.528232	6.91629	0.78584284	0.30771622	0.28063396
"Netherlands"	2004	0.38276953	3.5669143	6.327423	0.7873097	0.32317734	0.29800007
"Netherlands"	2005	0.3826948	3.5696757	6.2457585	0.78750634	0.3266168	0.2904823
"Netherlands"	2006	0.3827763	3.5684724	6.2261777	0.7875547	0.33175644	0.30043328
"Netherlands"	2007	0.38300332	3.5672257	6.221243	0.7876022	0.33998477	0.2959278
"Netherlands"	2008	0.38326	3.5620975	6.22903	0.78763264	0.3496072	0.29298013
"Netherlands"	2009	0.3834054	3.5564256	6.247601	0.7876638	0.35825792	0.27881998
"Netherlands"	2010	0.38331357	3.54692	6.2751374	0.78769237	0.36405727	0.2784524
"Netherlands"	2011	0.38139632	3.530849	6.368941	0.7877129	0.36725083	0.27750087
"Netherlands"	2012	0.3771613	3.5041094	6.547278	0.7877295	0.3706637	0.2762093
"Netherlands"	2013	0.37214336	3.4762056	6.7498035	0.78773147	0.37313586	0.2810648
"Netherlands"	2014	0.3678469	3.4538138	6.916014	0.78773	0.37529758	0.2863142
"Netherlands"	2015	0.36579278	3.4438915	6.985626	0.7877236	0.3769006	0.2824158
"Netherlands"	2016	0.36598516	3.4800334	6.862225	0.7877106	0.37853342	0.2817357
"Netherlands"	2017	0.3665418	3.5168493	6.7336164	0.7876932	0.37979293	0.28535804
"Netherlands"	2018	0.36709997	3.5258892	6.7326035	0.7876696	0.38094664	0.28121036
"Netherlands"	2019	0.36796945	3.5344012	6.7548013	0.78764594	0.38367063	0.29248324
"Nicaragua"	1993	0.26832816	3.272854	4.2287116	0.8534605	0.14547841	0.5712674
"Nicaragua"	1998	0.268395	3.3389695	4.223401	0.85327226	0.14358623	0.5437746
"Nicaragua"	2001	0.2685516	3.3645232	4.224127	0.85311216	0.14457603	0.5287496
"Nicaragua"	2005	0.26756868	3.3751652	4.242529	0.8528157	0.14781268	0.48820096
"Nicaragua"	2009	0.26985666	3.3119612	4.268274	0.85246456	0.15140174	0.43941638
"Nicaragua"	2014	0.27037218	3.2699616	4.3318067	0.8520018	0.15623362	0.46156293
"Niger"	1992	0.20811066	4.147816	2.8120797	0.5428659	0.077353895	0.3604249
"Niger"	1994	0.20806822	4.1459923	2.8119838	0.54287946	0.07595298	0.4141697
"Niger"	2005	0.2066678	4.1842976	2.8311832	0.54284966	0.072536506	0.44369024
"Niger"	2007	0.20639046	4.185183	2.8387938	0.5428504	0.07301003	0.3730385
"Niger"	2011	0.2059727	4.186897	2.870956	0.5428505	0.073760256	0.31451714
"Niger"	2014	0.20627847	4.191549	2.9289954	0.54285103	0.07538039	0.34276575
"Niger"	2018	0.2067626	4.2152705	2.9785042	0.5428484	0.078407474	0.37259424
"Nigeria"	1992	0.21901406	4.205839	2.9557734	0.5544481	0.09992738	0.44885525
"Nigeria"	1996	0.21868351	4.2453604	2.93651	0.5545547	0.09620583	0.51879764
"Nigeria"	2003	0.21869706	4.6796846	2.8332915	0.5546492	0.09842771	0.40058756
"Nigeria"	2010	0.22096312	4.2619557	3.1143734	0.5544997	0.11536019	0.3565021
"Nigeria"	2012	0.22135186	4.0479913	3.0722315	0.55443275	0.11998859	0.35513008
"Nigeria"	2015	0.22197212	3.81249	2.9940662	0.55434287	0.12606324	0.35879776
"Nigeria"	2018	0.22253476	3.8207672	2.9934886	0.5542683	0.12949328	0.35127744
"North Macedonia"	2009	0.28558904	2.5555928	3.61206	0.5421653	0.12854709	0.42760608
"North Macedonia"	2010	0.28570366	2.5508502	3.612125	0.542128	0.12986912	0.40062812
"North Macedonia"	2011	0.28590167	2.5484896	3.6111996	0.5420933	0.13126087	0.39360264
"North Macedonia"	2012	0.28623387	2.5476944	3.6093988	0.5420535	0.13268857	0.38132146
"North Macedonia"	2013	0.28661263	2.548642	3.60736	0.5420243	0.13420594	0.36238977
"North Macedonia"	2014	0.28695634	2.548142	3.605321	0.5420019	0.13589722	0.35201505
"North Macedonia"	2015	0.28718728	2.5494494	3.6026604	0.54196477	0.13722135	0.35590458
"North Macedonia"	2016	0.2873151	2.5496783	3.594225	0.5419295	0.13922976	0.3453449
"North Macedonia"	2017	0.28741446	2.5514817	3.5864341	0.5419033	0.14076634	0.34198847
"North Macedonia"	2018	0.28752446	2.5577798	3.586699	0.54188126	0.14160863	0.32960445
"North Macedonia"	2019	0.28765607	2.570906	3.5915322	0.5418609	0.14246428	0.33505824
"Norway"	1991	0.28291845	3.0047672	7.1641793	0.8355028	0.41581523	0.25226194
"Norway"	1995	0.2821014	3.07927	7.142343	0.83529127	0.4196698	0.26019552
"Norway"	2000	0.2830906	2.9515843	6.688804	0.83478904	0.42850858	0.27358785
"Norway"	2003	0.28344944	3.0994284	6.814789	0.8326995	0.43191692	0.2762688
"Norway"	2004	0.28355777	3.153792	6.8648267	0.8318773	0.4331604	0.3157802
"Norway"	2005	0.28359896	3.1770527	6.886787	0.83141744	0.4348808	0.30596998
"Norway"	2006	0.28356108	3.165975	6.8871355	0.831191	0.43729234	0.2635382
"Norway"	2007	0.28347012	3.137818	6.8852477	0.83090764	0.44019058	0.27090636
"Norway"	2008	0.28336188	3.1033254	6.88199	0.8305965	0.4434445	0.26996335
"Norway"	2009	0.2832684	3.0748343	6.87844	0.8303018	0.44643226	0.2615822
"Norway"	2010	0.2832236	3.0613675	6.874837	0.83005685	0.44851813	0.2572369
"Norway"	2011	0.28323165	3.0649781	6.8614793	0.8298358	0.44994146	0.25300157
"Norway"	2012	0.28326273	3.0776033	6.834079	0.82963437	0.45120144	0.25725982
"Norway"	2013	0.2833009	3.096956	6.8015614	0.8294561	0.45275363	0.26361105
"Norway"	2014	0.28333285	3.1207197	6.77282	0.82929546	0.45419383	0.26752558
"Norway"	2015	0.28335482	3.1464283	6.7566686	0.8291418	0.45619804	0.27496743
"Norway"	2016	0.2834477	3.2183096	6.7417626	0.8290058	0.46358582	0.28493318
"Norway"	2017	0.28348392	3.2785075	6.729138	0.82888865	0.47091836	0.2698671
"Norway"	2018	0.28322938	3.2730134	6.729469	0.82875776	0.47322372	0.27560204
"Norway"	2019	0.28272113	3.2382026	6.7358413	0.8286233	0.47473136	0.2774182
"Pakistan"	1990	0.28375715	4.055531	3.3342109	0.3884243	0.09958724	0.33248037
"Pakistan"	1996	0.28348395	3.9471653	3.3475697	0.38836604	0.10178294	0.28664988
"Pakistan"	1998	0.28285494	3.9725208	3.3494558	0.38833228	0.10178724	0.33123294
"Pakistan"	2001	0.28221238	3.9877968	3.355638	0.38827792	0.10219855	0.2865302
"Pakistan"	2004	0.28178024	3.9768229	3.3782537	0.38821775	0.10348959	0.30886108
"Pakistan"	2005	0.2816564	3.9707084	3.3836133	0.388194	0.10402861	0.31261253
"Pakistan"	2007	0.2812978	3.9236622	3.3941	0.38814792	0.10585021	0.29669502
"Pakistan"	2010	0.28061777	3.8335066	3.411328	0.38807783	0.10955748	0.28780863
"Pakistan"	2011	0.28034398	3.8236635	3.4172912	0.38805598	0.110561125	0.29697958
"Pakistan"	2013	0.2795033	3.8226957	3.4357598	0.38801187	0.112549275	0.29528573
"Pakistan"	2015	0.27883446	3.8279138	3.449933	0.38796896	0.11509705	0.31291267
