"country"	"schizophrenia"	"depression"	"anxiety"	"bipolar"	"ed"	"gini"	"decade"	"continent"
"Denmark"	1365330.91682161	19778475.2024799	27633398.5887638	5338960.36282587	2624903.33342022	0.280196837	"2010-2019"	"Europe"
"Estonia"	418208.8178048	6932333.322968	5119045.0891264	783225.7823328	203508.46624528	0.39427334	"1990-1999"	"Europe"
"Estonia"	384271.271208647	5513195.193718	4584208.45764242	704333.27010275	208564.150005469	0.329882277777778	"2000-2009"	"Europe"
"Estonia"	381424.197357735	4938605.19708735	4482443.57040416	691133.336288426	222880.207047797	0.322368317	"2010-2019"	"Europe"
"Finland"	1333087.9615632	24365067.838519	19959214.7956285	4584855.608787	2187367.74894765	0.231694485	"1990-1999"	"Europe"
"Finland"	1425052.21848673	23584775.7666747	21306783.5938132	4809024.40112973	2564820.49522126	0.27496614625	"2000-2009"	"Europe"
"Finland"	1442247.95261643	23153839.9846169	21846261.6877768	4861674.72747895	2596461.21915339	0.273053206	"2010-2019"	"Europe"
"France"	16051518.8873177	253087061.201646	374622844.325514	53877713.4591278	25206051.9660745	0.320386648	"1990-1999"	"Europe"
"France"	17290694.7457006	256292652.920455	412254067.933144	58184468.6445174	28950280.958467	0.318762826	"2000-2009"	"Europe"
"France"	17788523.1396079	258688323.986491	415676325.311563	59951936.5360924	30651180.5914175	0.324744753	"2010-2019"	"Europe"
"Georgia"	1167947.1789755	14007794.9223397	10916476.1366811	2266205.36315682	422335.000491863	0.3979344925	"1990-1999"	"Europe"
"Georgia"	1059052.74986971	12691077.9158812	9801590.47456861	2041174.03470511	409475.058936862	0.38006698	"2000-2009"	"Europe"
"Georgia"	1028952.5343796	12283171.7129166	9353763.14227478	1960099.11628972	446979.6638006	0.377544089	"2010-2019"	"Europe"
"Germany"	21293725.8770369	257256268.329158	494630160.542379	61048180.77651	31682573.7489184	0.287453063333333	"1990-1999"	"Europe"
"Germany"	21486676.3807932	277449174.799661	506370751.012201	61776860.7700742	33814536.1383888	0.306678487	"2000-2009"	"Europe"
"Germany"	21238165.557363	283931353.516206	507756185.370905	61194363.3146493	34207422.5217885	0.312221009	"2010-2019"	"Europe"
"Greece"	2878079.80351164	51888957.3217862	58839208.884127	9570308.00210779	4231950.5170936	0.3696663	"1990-1999"	"Europe"
"Greece"	2999884.85429288	61903539.3374709	61224797.6272497	9949759.75384746	4782624.02932529	0.33932095	"2000-2009"	"Europe"
"Greece"	2968325.08839313	54950770.8379768	62606314.9219713	9872131.66462353	4710913.60065014	0.348418975	"2010-2019"	"Europe"
"Hungary"	2965684.18189602	34222455.869238	35586862.6507372	5558056.23265418	1600682.80271179	0.3026698975	"1990-1999"	"Europe"
"Hungary"	2904616.06415621	29045851.4566342	34618251.4273158	5388097.29289901	1692062.53276462	0.296145553	"2000-2009"	"Europe"
"Hungary"	2869424.34922153	27980287.0970537	33823821.5787069	5303954.38713541	1733639.70992197	0.302698667	"2010-2019"	"Europe"
"Ireland"	1288423.86263134	14833783.2595762	23473900.6360327	2520655.2398552	1179354.78661346	0.365271436666667	"1990-1999"	"Europe"
"Ireland"	1509511.51255445	17628173.8590004	26822932.471092	2926497.67443829	1635764.13855102	0.326451808888889	"2000-2009"	"Europe"
"Ireland"	1697388.9744905	19500735.3867101	33552397.0689278	3301168.30868587	2012572.51394747	0.321169034	"2010-2019"	"Europe"
"Italy"	16985631.0569433	220174619.256327	305158159.370611	49440189.905798	29717383.4497206	0.3449984775	"1990-1999"	"Europe"
"Italy"	17398722.630772	214472372.924473	312284139.305035	52379757.9988566	31860260.6829877	0.350572121111111	"2000-2009"	"Europe"
"Italy"	17582990.5078009	210365251.993069	333200224.820893	53695477.3264365	32384966.2452329	0.350832009	"2010-2019"	"Europe"
"Latvia"	691959.4879691	10727474.204649	9417148.8815974	1303714.98170276	326155.3700477	0.298537933333333	"1990-1999"	"Europe"
"Latvia"	580225.009072615	7718194.78185688	7705377.8525106	1064897.5427018	315190.918183658	0.354446308461538	"2000-2009"	"Europe"
"Latvia"	566902.096445501	7440344.19330422	7506529.86734015	1036553.35773845	315103.143348161	0.350337244	"2010-2019"	"Europe"
"Lithuania"	1025658.9088207	15750663.9559324	15748043.7767829	1922001.3891012	499185.07863631	0.33183792	"1990-1999"	"Europe"
"Lithuania"	841734.823432958	11935878.9255571	12743333.543209	1535405.75793854	476425.674139581	0.358563636666667	"2000-2009"	"Europe"
"Lithuania"	835970.321305749	11796581.5606416	12611458.5466182	1522578.53703252	476515.591208237	0.358166429	"2010-2019"	"Europe"
"Luxembourg"	113209.292181125	1520592.3737475	2167135.16264425	364249.8526319	191053.2997759	0.284949816	"1990-1999"	"Europe"
"Luxembourg"	153287.615500388	1771329.11605477	2894312.06266802	489093.614703147	302439.024124398	0.32679604	"2000-2009"	"Europe"
"Luxembourg"	158375.395654601	1813210.6619698	2983327.23072311	504891.007188023	314627.828019078	0.328873391	"2010-2019"	"Europe"
"Moldova"	781920.717376617	10322134.5601903	12044344.5681973	1522422.05258017	275122.489212277	0.396947866666667	"1990-1999"	"Europe"
"Moldova"	753829.886912069	9318783.12433929	11581489.9842242	1468531.67418702	277151.394794532	0.312428399090909	"2000-2009"	"Europe"
"Moldova"	750556.333336801	9085483.12857972	11476635.3926338	1454901.12048678	290289.500102399	0.278157432	"2010-2019"	"Europe"
"Netherlands"	5890618.98434853	54810424.1120873	102942486.141715	12063140.1562221	4392677.21399269	0.298604963333333	"1990-1999"	"Europe"
"Netherlands"	6292117.6926581	59087675.9918549	110259843.430238	13226665.7165169	6151271.6388308	0.284353922857143	"2000-2009"	"Europe"
"Netherlands"	6292909.71252211	59316371.9905923	113407798.141135	13344558.6645433	6354629.25915363	0.282274471	"2010-2019"	"Europe"
"Norway"	1217727.2605065	13114308.5222352	30833299.7523298	3600938.67918664	1800755.47461078	0.25622873	"1990-1999"	"Europe"
"Norway"	1405539.00540172	15567621.5311925	33692041.4334978	4119822.79876801	2245472.50695299	0.272985260909091	"2000-2009"	"Europe"
"Norway"	1457012.45030798	16253331.5075157	34886454.2150784	4265503.42410386	2365026.28387218	0.268142287	"2010-2019"	"Europe"
"Poland"	11032873.8081815	88449889.7286729	120355062.760324	21248899.1744362	5095147.46658419	0.320769493333333	"1990-1999"	"Europe"
"Poland"	11100099.0101027	82689394.5598724	118210258.4077	20988047.1163932	6216332.01927337	0.33579012	"2000-2009"	"Europe"
"Poland"	11151597.0140491	81256010.7025689	117715833.947469	20936896.1271129	6696998.13569031	0.316977802	"2010-2019"	"Europe"
"Romania"	6382503.68746057	61138512.3526763	74385788.1001354	14478136.299684	2838111.82211115	0.288311905	"1990-1999"	"Europe"
"Romania"	5733170.97402696	52977821.9320929	65210839.1237007	12754177.9753999	2980704.0750492	0.359415203076923	"2000-2009"	"Europe"
"Romania"	5697558.84757585	52440614.487034	64806980.6678334	12639797.8616321	3019409.04446839	0.357699036	"2010-2019"	"Europe"
"Slovenia"	586555.087395603	7372634.23599313	6787665.74674373	1088857.74204639	312599.24631188	0.25760722	"1990-1999"	"Europe"
"Slovenia"	612351.995525576	6567022.30638847	6960068.41326644	1120662.63310319	361366.67291586	0.251130272857143	"2000-2009"	"Europe"
"Slovenia"	617519.957662822	6496884.89747278	6991345.71712124	1128609.97235483	370708.707111086	0.250688741	"2010-2019"	"Europe"
"Spain"	10545074.1982074	152292005.129675	178715995.223918	36565105.9030025	19528519.7602789	0.3483413125	"1990-1999"	"Europe"
"Spain"	12380070.4013752	208962079.104995	243285169.676615	43048990.6217579	27064647.3971773	0.352772961666667	"2000-2009"	"Europe"
"Spain"	12400910.3918987	211852087.860617	244860703.364249	43133186.9914989	27166217.0863231	0.35418307	"2010-2019"	"Europe"
"Sweden"	2468825.8241928	37204069.3702777	41485060.9556421	8477594.7328925	3601235.2290525	0.25072619	"1990-1999"	"Europe"
"Sweden"	2629313.35263436	39438216.3470216	45120085.0724491	9188162.21163394	4507288.95335844	0.27811157	"2000-2009"	"Europe"
"Sweden"	2704822.05844847	40672854.1083238	46911293.5438778	9537870.63345623	4846142.77486533	0.287018096	"2010-2019"	"Europe"
"Switzerland"	1936179.30021588	29974824.1966704	44496445.5098064	6417410.92349988	3171852.03250668	0.33854857	"1990-1999"	"Europe"
"Switzerland"	2310950.20395841	30701484.1947462	56254659.4311578	7767739.63706496	4045560.41198172	0.327680038333333	"2000-2009"	"Europe"
"Switzerland"	2304613.60494267	30589148.2462624	56156759.353655	7745726.07571073	4036618.08967366	0.325986749	"2010-2019"	"Europe"
"Ukraine"	14138370.539124	230480231.34609	160288584.36503	26978378.15656	6212312.541378	0.332551005	"1990-1999"	"Europe"
"Ukraine"	12603095.1930085	197453197.161762	136549038.338151	24317084.6300616	5086893.82309319	0.28145419125	"2000-2009"	"Europe"
"Ukraine"	12278623.7307687	178049712.768865	141173713.032927	23577077.6184036	5372193.54627864	0.251891571	"2010-2019"	"Europe"
"United Kingdom"	14565236.6965339	251963353.308591	249812248.869586	63038610.2410666	20875288.0528307	0.356667437	"1990-1999"	"Europe"
"United Kingdom"	15470123.8761884	252583179.184424	267098631.129646	66995921.0190119	24308531.2533305	0.353063508	"2000-2009"	"Europe"
"United Kingdom"	17141434.6012378	264216290.188049	290034559.096174	70995871.6499285	26969176.6295264	0.331371122	"2010-2019"	"Europe"
"Australia"	6992387.13654684	81304609.637636	96805689.5349992	20100887.9292424	13248908.6240938	0.3257863	"1990-1999"	"Oceania"
"Australia"	7788636.12023613	94545329.9806288	109050048.508954	22496481.1252275	18167866.7916016	0.338607955	"2000-2009"	"Oceania"
"Australia"	9194651.73593385	106690410.678569	134132338.921055	26624295.4225148	23999466.9041974	0.3426817775	"2010-2019"	"Oceania"
